ID	institucion	acreditacion	carrera	area	subvencionados	desercionagno1	duracion	empleabilidadagno1	ingresoagno4	arancel
1488	IP Duoc UC	7 años	Publicidad	Ciencias Sociales	98,5%	15,0%	 7,0 	44,7%	 Menor a $400 mil 	 $ 1.350.000 
1489	IP Los Leones	4 años	Publicidad	Ciencias Sociales	97,8%	45,2%	 7,0 	40,9%	 Menor a $400 mil 	 $ 966.250 
1499	IP AIEP	4 años	Comunicación y Relaciones Públicas	Ciencias Sociales	95,4%	31,0%	 6,6 	61,7%	 De $400 mil a $600 mil 	 $ 1.112.146 
1500	IP Los Leones	4 años	Relaciones Públicas	Ciencias Sociales	99,1%	44,4%	 7,0 	59,7%	 De $400 mil a $600 mil 	 $ 979.672 
1497	Universidad Autónoma de Chile	5 años	Técnico Universitario en Relaciones Públicas y Producción Eventos	Ciencias Sociales	94,7%	37,5%	 8,2 	47,7%	s/i	 $ 1.057.000 
1503	IP Los Leones	4 años	Servicio Social	Ciencias Sociales	98,9%	44,6%	 6,8 	45,8%	s/i	 $ 946.391 
1502	IP del Valle Central	2 años	Técnico de Nivel Superior en Trabajo Social	Ciencias Sociales	99,8%	38,0%	 6,3 	42,9%	 Menor a $400 mil 	 $ 735.773 
1501	IP AIEP	4 años	Técnico en Trabajo Social	Ciencias Sociales	99,0%	26,3%	 6,2 	65,0%	 Menor a $400 mil 	 $ 997.805 
1504	IP Santo Tomás	4 años	Técnico en Trabajo Social	Ciencias Sociales	99,1%	24,5%	 6,7 	40,8%	 Menor a $400 mil 	 $ 977.964 
1505	CFT Andrés Bello	3 años	Técnico en Trabajo Social	Ciencias Sociales	100,0%	33,3%	 6,1 	30,8%	s/i	 $ 660.000 
1506	CFT de ENAC	No	Técnico en Trabaso Social	Ciencias Sociales	97,8%	29,3%	 6,4 	53,1%	 Menor a $400 mil 	 $ 698.722 
1507	CFT San Agustín de Talca	4 años	Técnico Social con Mención	Ciencias Sociales	100,0%	33,9%	 s/i 	66,7%	s/i	 $ 955.000 
1602	Universidad Arturo Prat	2 años	Licenciatura en Trabajo Social	Ciencias Sociales	98,2%	55,0%	 13,2 	79,8%	 De $600 mil a $800 mil 	 $ 1.736.000 
1630	IP Diego Portales	No	Servicio Social	Ciencias Sociales	100,0%	50,0%	 10,1 	62,0%	 De $400 mil a $600 mil 	 $ 748.216 
1631	IP INACAP	6 años	Servicio Social	Ciencias Sociales	99,3%	s/i	 8,8 	63,5%	 De $400 mil a $600 mil 	 $ 1.334.984 
1632	IP La Araucana	4 años	Servicio Social	Ciencias Sociales	99,8%	36,9%	 8,6 	70,5%	 De $400 mil a $600 mil 	 $ 1.006.109 
1633	IP Libertador de Los Andes	No	Servicio Social	Ciencias Sociales	100,0%	43,8%	 9,7 	77,4%	s/i	 $ 1.480.000 
1634	IP Los Leones	4 años	Servicio Social	Ciencias Sociales	98,6%	62,7%	 10,6 	52,0%	s/i	 $ 949.684 
1635	IP Santo Tomás	4 años	Servicio Social	Ciencias Sociales	99,4%	22,5%	 10,4 	57,7%	 De $400 mil a $600 mil 	 $ 1.131.642 
1598	Pontificia Universidad Católica de Chile	7 años	Trabajo Social	Ciencias Sociales	72,4%	9,3%	 10,8 	85,7%	 De $600 mil a $800 mil 	 $ 3.200.000 
1599	Pontificia Universidad Católica de Valparaíso	6 años	Trabajo Social	Ciencias Sociales	85,3%	16,1%	 14,3 	88,5%	 De $600 mil a $800 mil 	 $ 1.918.000 
1600	Universidad Academia de Humanismo Cristiano	3 años	Trabajo Social	Ciencias Sociales	94,6%	20,9%	 17,0 	90,1%	 De $600 mil a $800 mil 	 $ 1.807.000 
1601	Universidad Alberto Hurtado	5 años	Trabajo Social	Ciencias Sociales	77,4%	11,6%	 11,3 	84,0%	s/i	 $ 2.510.000 
1603	Universidad Autónoma de Chile	5 años	Trabajo Social	Ciencias Sociales	98,7%	23,4%	 13,0 	72,6%	 De $400 mil a $600 mil 	 $ 1.621.858 
1604	Universidad Bolivariana	No	Trabajo Social	Ciencias Sociales	100,0%	40,8%	 12,2 	79,7%	 De $400 mil a $600 mil 	 $ 1.203.163 
1605	Universidad Católica de la Santísima Concepción	En Proceso	Trabajo Social	Ciencias Sociales	97,8%	25,7%	 12,9 	72,0%	s/i	 $ 1.735.000 
1606	Universidad Católica de Temuco	5 años	Trabajo Social	Ciencias Sociales	98,1%	16,1%	 11,7 	79,8%	 De $600 mil a $800 mil 	 $ 1.835.000 
1607	Universidad Católica del Maule	5 años	Trabajo Social	Ciencias Sociales	96,6%	6,7%	 12,5 	87,6%	 De $600 mil a $800 mil 	 $ 1.910.000 
1608	Universidad Católica Silva Henríquez	4 años	Trabajo Social	Ciencias Sociales	94,1%	18,7%	 10,3 	80,9%	 De $600 mil a $800 mil 	 $ 2.121.900 
1609	Universidad Central de Chile	4 años	Trabajo Social	Ciencias Sociales	88,7%	21,6%	 s/i 	79,7%	s/i	 $ 2.031.697 
1610	Universidad de Antofagasta	4 años	Trabajo Social	Ciencias Sociales	90,8%	26,3%	 11,8 	93,5%	 De $600 mil a $800 mil 	 $ 1.929.405 
1611	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Trabajo Social	Ciencias Sociales	95,2%	36,2%	 16,2 	84,8%	 De $600 mil a $800 mil 	 $ 1.817.000 
1612	Universidad de La Frontera	5 años	Trabajo Social	Ciencias Sociales	98,3%	15,0%	 10,9 	81,7%	 De $600 mil a $800 mil 	 $ 1.669.000 
1613	Universidad de Los Lagos	3 años	Trabajo Social	Ciencias Sociales	99,2%	18,4%	 s/i 	76,5%	 De $400 mil a $600 mil 	 $ 1.499.000 
1614	Universidad de Magallanes	4 años	Trabajo Social	Ciencias Sociales	92,2%	23,8%	 s/i 	81,3%	 De $400 mil a $600 mil 	 $ 2.133.000 
1615	Universidad de Tarapacá	5 años	Trabajo Social	Ciencias Sociales	98,0%	25,7%	 11,1 	71,2%	s/i	 $ 1.971.000 
1616	Universidad de Valparaíso	3 años	Trabajo Social	Ciencias Sociales	90,6%	20,9%	 13,1 	85,4%	 De $600 mil a $800 mil 	 $ 1.743.620 
1617	Universidad del Bío-Bío	5 años	Trabajo Social	Ciencias Sociales	98,6%	21,2%	 10,4 	76,7%	 De $600 mil a $800 mil 	 $ 1.829.000 
1618	Universidad del Mar	2 años	Trabajo Social	Ciencias Sociales	95,5%	24,6%	 11,8 	79,7%	 De $600 mil a $800 mil 	 $ 1.891.789 
1619	Universidad del Pacífico	3 años	Trabajo Social	Ciencias Sociales	92,7%	31,0%	 10,1 	73,0%	 De $400 mil a $600 mil 	 $ 1.859.304 
1620	Universidad Nacional Andrés Bello	5 años	Trabajo Social	Ciencias Sociales	85,6%	30,2%	 10,7 	71,2%	s/i	 $ 2.445.390 
1621	Universidad San Sebastián	4 años	Trabajo Social	Ciencias Sociales	95,3%	12,8%	 11,9 	75,0%	 De $400 mil a $600 mil 	 $ 2.145.000 
1622	Universidad Santo Tomás	3 años	Trabajo Social	Ciencias Sociales	97,9%	27,0%	 10,8 	59,0%	 De $400 mil a $600 mil 	 $ 1.635.475 
1623	Universidad Tecnológica de Chile INACAP	3 años	Trabajo Social	Ciencias Sociales	98,3%	25,8%	 10,0 	79,9%	 De $400 mil a $600 mil 	 $ 1.360.452 
1624	Universidad Tecnológica Metropolitana	2 años	Trabajo Social	Ciencias Sociales	96,9%	16,3%	 12,8 	84,1%	 De $600 mil a $800 mil 	 $ 2.049.453 
1625	Universidad UCINF	2 años	Trabajo Social	Ciencias Sociales	98,9%	32,8%	 9,2 	72,0%	s/i	 $ 1.181.000 
1626	Universidad de Concepción	6 años	Trabajo Social	Ciencias Sociales	94,4%	17,5%	 12,4 	78,7%	 De $600 mil a $800 mil 	 $ 1.696.967 
1627	IP AIEP	4 años	Trabajo Social	Ciencias Sociales	98,9%	23,7%	 10,2 	71,1%	s/i	 $ 1.003.924 
1628	IP de Chile	4 años	Trabajo Social	Ciencias Sociales	99,5%	47,7%	 10,3 	75,7%	s/i	 $ 986.867 
1629	IP del Valle Central	2 años	Trabajo Social	Ciencias Sociales	100,0%	78,8%	 s/i 	69,6%	 De $400 mil a $600 mil 	 $ 835.644 
194	Pontificia Universidad Católica de Chile	7 años	Derecho	Derecho	19,0%	6,3%	 15,5 	93,1%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 4.130.000 
195	Pontificia Universidad Católica de Valparaíso	6 años	Derecho	Derecho	67,4%	35,4%	 20,7 	86,8%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.272.000 
196	Universidad Academia de Humanismo Cristiano	3 años	Derecho	Derecho	94,9%	32,1%	 s/i 	74,7%	s/i	 $ 2.253.225 
197	Universidad Adolfo Ibáñez	6 años	Derecho	Derecho	22,1%	24,9%	 14,3 	76,4%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.831.102 
198	Universidad Alberto Hurtado	5 años	Derecho	Derecho	75,6%	24,3%	 s/i 	68,4%	s/i	 $ 3.511.000 
199	Universidad Arturo Prat	2 años	Derecho	Derecho	98,4%	29,4%	 18,6 	84,1%	s/i	 $ 2.078.596 
200	Universidad Austral de Chile	6 años	Derecho	Derecho	86,3%	25,6%	 18,3 	68,8%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.756.000 
201	Universidad Autónoma de Chile	5 años	Derecho	Derecho	95,0%	22,4%	 16,7 	62,1%	s/i	 $ 2.424.758 
202	Universidad Bernardo O'Higgins	3 años	Derecho	Derecho	93,6%	22,6%	 18,3 	81,0%	s/i	 $ 2.100.000 
203	Universidad Bolivariana	No	Derecho	Derecho	94,1%	47,1%	 17,6 	72,9%	 De $800 mil a $1 millón 	 $ 1.771.332 
205	Universidad Católica de Temuco	5 años	Derecho	Derecho	94,7%	17,1%	 15,4 	40,2%	 De $1 millón a $1 millón 200 mil 	 $ 2.905.000 
206	Universidad Católica del Norte	6 años	Derecho	Derecho	84,9%	20,1%	 17,3 	74,8%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 2.754.000 
207	Universidad Central de Chile	4 años	Derecho	Derecho	83,8%	33,6%	 18,8 	76,8%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.979.870 
208	Universidad de Antofagasta	4 años	Derecho	Derecho	87,7%	24,7%	 21,9 	81,8%	s/i	 $ 2.899.000 
209	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Derecho	Derecho	90,1%	23,3%	 s/i 	68,6%	s/i	 $ 2.238.417 
210	Universidad de Chile	7 años	Derecho	Derecho	53,4%	8,6%	 18,6 	90,9%	 De $1 millón 800 mil a $2 millones 	 $ 3.375.700 
211	Universidad de Concepción	6 años	Derecho	Derecho	79,3%	20,5%	 19,2 	81,7%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 2.825.000 
212	Universidad de Las Américas	3 años	Derecho	Derecho	91,9%	36,6%	 15,8 	59,0%	s/i	 $ 2.635.405 
213	Universidad de Los Andes	5 años	Derecho	Derecho	11,7%	9,2%	 13,2 	76,0%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 4.002.408 
214	Universidad de Talca	5 años	Derecho	Derecho	89,3%	7,2%	 16,0 	65,8%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.671.300 
215	Universidad de Tarapacá	5 años	Derecho	Derecho	95,2%	18,3%	 21,9 	67,2%	s/i	 $ 2.437.000 
216	Universidad de Valparaíso	3 años	Derecho	Derecho	80,8%	13,2%	 19,1 	81,5%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.401.000 
217	Universidad del Desarrollo	5 años	Derecho	Derecho	27,0%	25,9%	 18,3 	78,8%	 De $1 millón a $1 millón 200 mil 	 $ 3.939.708 
218	Universidad del Mar	2 años	Derecho	Derecho	95,2%	37,9%	 15,5 	79,2%	s/i	 $ 2.182.327 
219	Universidad Diego Portales	5 años	Derecho	Derecho	36,6%	19,6%	 17,5 	77,7%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.616.000 
220	Universidad Finis Terrae	5 años	Derecho	Derecho	50,9%	28,5%	 17,4 	85,3%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.185.050 
221	Universidad La República	No	Derecho	Derecho	87,2%	68,6%	 20,1 	78,4%	 De $1 millón a $1 millón 200 mil 	 $ 1.608.352 
222	Universidad Nacional Andrés Bello	5 años	Derecho	Derecho	77,1%	25,5%	 17,4 	73,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.434.564 
223	Universidad Pedro de Valdivia	No	Derecho	Derecho	90,7%	37,9%	 s/i 	62,1%	s/i	 $ 1.972.145 
224	Universidad San Sebastián	4 años	Derecho	Derecho	88,1%	19,2%	 16,8 	68,0%	s/i	 $ 3.206.527 
225	Universidad Santo Tomás	3 años	Derecho	Derecho	96,0%	28,3%	 18,5 	69,2%	s/i	 $ 2.368.208 
226	Universidad UCINF	2 años	Derecho	Derecho	94,6%	28,7%	 10,6 	84,8%	s/i	 $ 1.853.000 
204	Universidad Católica de la Santísima Concepción	En Proceso	Licenciatura en Derecho	Derecho	87,6%	19,0%	 18,1 	46,8%	 De $1 millón a $1 millón 200 mil 	 $ 2.501.000 
1560	CFT de Tarapacá	4 años	Asistencia Jurídica	Derecho	98,8%	24,3%	 7,1 	52,3%	 Menor a $400 mil 	 $ 1.125.000 
1549	IP de Chile	4 años	Asistente Jurídico	Derecho	98,6%	37,2%	 7,3 	50,4%	 De $400 mil a $600 mil 	 $ 843.740 
1556	CFT Andrés Bello	3 años	Asistente Jurídico	Derecho	100,0%	50,0%	 6,5 	44,5%	s/i	 $ 660.000 
1564	CFT INACAP	6 años	Asistente Jurídico	Derecho	100,0%	s/i	 7,2 	53,4%	 De $400 mil a $600 mil 	 $ 1.038.250 
1544	Universidad Arturo Prat	2 años	Técnico de Nivel Superior Asistente Jurídico	Derecho	100,0%	70,4%	 10,5 	64,7%	s/i	 $ 994.000 
1545	Universidad de Los Lagos	3 años	Técnico Judicial	Derecho	100,0%	22,9%	 9,4 	59,1%	s/i	 $ 755.652 
1548	IP AIEP	4 años	Técnico Jurídico	Derecho	97,1%	27,9%	 6,7 	49,2%	 De $400 mil a $600 mil 	 $ 977.817 
1551	IP Duoc UC	7 años	Técnico Jurídico	Derecho	97,0%	26,0%	 7,1 	47,5%	s/i	 $ 1.115.224 
1552	IP ESUCOMEX	2 años	Técnico Jurídico	Derecho	98,2%	81,5%	 8,1 	53,2%	s/i	 $ 743.596 
1553	IP La Araucana	4 años	Técnico Jurídico	Derecho	98,9%	43,0%	 6,7 	45,7%	s/i	 $ 746.717 
1554	IP Latinoamericano de Comercio Exterior	No	Técnico Jurídico	Derecho	94,8%	51,8%	 6,9 	70,7%	s/i	 $ 747.751 
1561	CFT DUOC UC	6 años	Técnico Jurídico	Derecho	97,8%	25,0%	 6,6 	56,3%	s/i	 $ 1.121.535 
1563	CFT ICEL	No	Técnico Jurídico	Derecho	100,0%	56,8%	 6,8 	63,9%	s/i	 $ 565.890 
1565	CFT Instituto Superior de Estudios Jurídicos CANON	No	Técnico Jurídico	Derecho	98,9%	37,4%	 7,5 	67,6%	 De $400 mil a $600 mil 	 $ 743.725 
1566	CFT La Araucana	No	Técnico Jurídico	Derecho	91,9%	31,7%	 6,7 	60,0%	s/i	 $ 697.239 
1567	CFT Massachusetts	No	Técnico Jurídico	Derecho	100,0%	34,1%	 7,5 	58,8%	 Menor a $400 mil 	 $ 599.500 
1569	CFT Santo Tomás	4 años	Técnico Jurídico	Derecho	99,1%	34,8%	 7,2 	39,0%	 De $400 mil a $600 mil 	 $ 925.598 
1570	CFT Simón Bolívar	No	Técnico Jurídico	Derecho	98,3%	58,1%	 7,7 	58,2%	 De $400 mil a $600 mil 	 $ 495.000 
1555	IP Providencia	4 años	Técnico Jurídico de Nivel Superior	Derecho	98,5%	30,3%	 9,5 	53,9%	s/i	 $ 890.255 
769	Universidad Nacional Andrés Bello	5 años	Educación Musical para la Educación Preescolar y Básica	Educación	85,4%	28,3%	 11,7 	73,2%	 De $400 mil a $600 mil 	 $ 2.500.430 
772	Universidad Tecnológica de Chile INACAP	3 años	Pedagogía en Artes Musicales	Educación	88,0%	33,3%	 11,5 	71,8%	s/i	 $ 2.360.000 
768	Universidad del Mar	2 años	Pedagogía en Educación Musical	Educación	100,0%	37,0%	 10,9 	67,6%	s/i	 $ 1.806.086 
767	Pontificia Universidad Católica de Valparaíso	6 años	Pedagogía en Música y/o Licenciatura en Ciencias y Artes Musicales	Educación	74,2%	28,6%	 12,8 	78,9%	 De $400 mil a $600 mil 	 $ 1.787.000 
773	Universidad de Concepción	6 años	Pedagogía en Artes Plásticas y Educación Musical	Educación	93,5%	21,3%	 14,0 	77,1%	 De $400 mil a $600 mil 	 $ 1.495.000 
774	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Pedagogía en Artes Plásticas y Educación Musical	Educación	94,8%	19,8%	 11,5 	72,1%	 De $400 mil a $600 mil 	 $ 1.575.619 
775	Universidad Metropolitana de Ciencias de la Educación	4 años	Pedagogía en Artes Visuales y Música	Educación	93,1%	17,5%	 13,1 	79,7%	 De $400 mil a $600 mil 	 $ 1.675.000 
771	Universidad de La Serena	4 años	Pedagogía en Eduación Musical	Educación	97,4%	15,8%	 s/i 	72,1%	 De $400 mil a $600 mil 	 $ 1.549.000 
789	Universidad Metropolitana de Ciencias de la Educación	4 años	Licenciatura en Educación con mención en Castellano y Pedagogía en Castellano	Educación	94,4%	14,3%	 13,9 	93,3%	 De $600 mil a $800 mil 	 $ 1.675.000 
778	Universidad Autónoma de Chile	5 años	Pedagogía en Castellano	Educación	98,6%	21,0%	 10,3 	87,0%	s/i	 $ 1.653.600 
780	Universidad Católica Silva Henríquez	4 años	Pedagogía en Castellano	Educación	96,3%	15,6%	 11,4 	92,1%	 De $400 mil a $600 mil 	 $ 2.121.900 
786	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Pedagogía en Castellano	Educación	96,6%	19,4%	 12,6 	84,1%	 De $400 mil a $600 mil 	 $ 1.560.300 
787	Universidad de Santiago de Chile	6 años	Pedagogía en Castellano	Educación	96,6%	19,6%	 12,8 	96,0%	 De $400 mil a $600 mil 	 $ 1.800.620 
782	Universidad de La Frontera	5 años	Pedagogía en Castellano y Comunicación	Educación	100,0%	18,9%	 11,2 	81,5%	 De $400 mil a $600 mil 	 $ 1.452.000 
788	Universidad del Bío-Bío	5 años	Pedagogía en Castellano y Comunicación	Educación	99,6%	21,3%	 10,9 	90,5%	 De $400 mil a $600 mil 	 $ 1.690.000 
783	Universidad de La Serena	4 años	Pedagogía en Castellano y Filosofía	Educación	99,5%	17,8%	 10,7 	81,3%	 De $400 mil a $600 mil 	 $ 1.549.000 
776	Pontificia Universidad Católica de Valparaíso	6 años	Pedagogía en Castellano y/o Licenciatura en Lengua y Literatura Hispánica	Educación	89,1%	6,8%	 12,9 	78,3%	 De $400 mil a $600 mil 	 $ 1.825.000 
785	Universidad de Los Lagos	3 años	Pedagogía en Educación en Lengua Castellana y Comunicaciones	Educación	97,9%	14,8%	 13,9 	85,5%	s/i	 $ 1.507.000 
779	Universidad Católica de la Santísima Concepción	En Proceso	Pedagogía en Educación Media en Lenguaje y Comunicación	Educación	98,4%	7,1%	 12,0 	94,8%	s/i	 $ 1.620.000 
781	Universidad de Concepción	6 años	Pedagogía en Español	Educación	95,7%	14,3%	 12,0 	81,4%	 De $400 mil a $600 mil 	 $ 1.495.000 
792	Universidad del Mar	2 años	Pedagogía en Lengua Castellana y Comunicación	Educación	95,5%	s/i	 11,3 	87,9%	s/i	 $ 1.511.407 
784	Universidad de Las Américas	3 años	Pedagogía en Lengua Castellana y Literatura	Educación	98,6%	34,4%	 10,1 	96,9%	s/i	 $ 2.221.820 
777	Universidad Austral de Chile	6 años	Pedagogía en Lenguaje y Comunicación	Educación	96,1%	21,4%	 10,3 	80,8%	 De $400 mil a $600 mil 	 $ 1.976.000 
790	Universidad de Antofagasta	4 años	Pedagogía en Lenguaje y Comunicación	Educación	92,1%	17,4%	 s/i 	96,0%	s/i	 $ 2.028.000 
795	Universidad de Antofagasta	4 años	Pedagogía en Biología y Ciencias Naturales	Educación	89,2%	30,0%	 14,4 	93,2%	s/i	 $ 2.028.000 
800	Universidad de La Serena	4 años	Pedagogía en Biología, Química y Ciencias Naturales	Educación	100,0%	27,9%	 13,0 	88,3%	 De $400 mil a $600 mil 	 $ 1.549.000 
801	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Pedagogía en Ciencias	Educación	98,7%	27,5%	 13,0 	88,4%	 De $400 mil a $600 mil 	 $ 1.560.300 
796	Universidad de La Frontera	5 años	Pedagogía en Ciencias mención Biología, Química o Física	Educación	98,7%	20,7%	 11,5 	71,9%	s/i	 $ 1.525.000 
794	Universidad Católica del Maule	5 años	Pedagogía en Ciencias mención en Biología, Física, Química	Educación	98,6%	15,3%	 11,6 	86,4%	s/i	 $ 1.870.000 
797	Universidad del Bío-Bío	5 años	Pedagogía en Ciencias Naturales mención Biología o Física o Química	Educación	100,0%	28,9%	 12,0 	84,1%	s/i	 $ 1.690.000 
793	Universidad Católica de Temuco	5 años	Pedagogía Media en Ciencias Naturales y Biología	Educación	100,0%	20,0%	 s/i 	93,4%	 De $400 mil a $600 mil 	 $ 1.835.000 
799	Universidad de Concepción	6 años	Pedagogía en Ciencias Naturales	Educación	98,3%	24,3%	 13,2 	86,0%	 De $400 mil a $600 mil 	 $ 1.495.000 
798	Pontificia Universidad Católica de Valparaíso	6 años	Pedagogía en Física, Biología y Química	Educación	92,6%	31,0%	 12,9 	91,3%	 De $400 mil a $600 mil 	 $ 1.780.303 
802	Universidad de Santiago de Chile	6 años	Pedagogía en Química y Biología, Física y Matemática	Educación	94,7%	17,0%	 12,5 	93,5%	s/i	 $ 1.766.120 
803	Universidad Metropolitana de Ciencias de la Educación	4 años	Pedagogía en Química, Biología y Física	Educación	96,6%	18,9%	 14,2 	92,1%	 De $600 mil a $800 mil 	 $ 1.675.000 
828	Universidad Santo Tomás	3 años	Educación Básica	Educación	99,0%	18,0%	 10,4 	67,4%	 De $400 mil a $600 mil 	 $ 1.502.763 
834	Universidad de Viña del Mar	4 años	Educación Básica	Educación	94,7%	57,6%	 10,1 	78,4%	s/i	 $ 1.951.600 
812	Universidad Central de Chile	4 años	Educación General Básica	Educación	97,1%	3,4%	 9,5 	84,0%	 De $400 mil a $600 mil 	 $ 2.113.290 
816	Universidad de Concepción	6 años	Educación General Básica	Educación	99,2%	15,8%	 11,6 	89,0%	 De $400 mil a $600 mil 	 $ 1.552.000 
827	Universidad Nacional Andrés Bello	5 años	Educación General Básica	Educación	78,8%	27,3%	 10,4 	87,3%	 De $400 mil a $600 mil 	 $ 2.190.934 
832	Universidad de Arte y Ciencias Sociales ARCIS	2 años	Educación General Básica	Educación	89,5%	s/i	 13,3 	74,5%	 De $400 mil a $600 mil 	 $ 1.716.833 
845	IP Libertador de Los Andes	No	Educación General Básica	Educación	100,0%	s/i	 11,0 	74,2%	 De $400 mil a $600 mil 	 $ 1.480.000 
819	Universidad de Los Lagos	3 años	Educación General Básica mención Inglés	Educación	100,0%	31,0%	 11,4 	80,2%	 De $400 mil a $600 mil 	 $ 1.507.378 
826	Universidad Metropolitana de Ciencias de la Educación	4 años	Licenciatura en Educación y Pedagogía en Educación Básica con mención en Matemática, o en Lenguaje y Comunicación, o en Ciencias Naturales, o en Ciencias Sociales, o en Primer Ciclo (Santiago)	Educación	97,3%	12,2%	 12,1 	85,9%	 De $400 mil a $600 mil 	 $ 1.675.000 
815	Universidad de Atacama	3 años	Licenciatura en Educación y Pedagogía en Educación General Básica con Mención	Educación	98,1%	36,7%	 10,1 	96,4%	 De $400 mil a $600 mil 	 $ 1.922.000 
833	Universidad de Los Andes	5 años	Pedagogía Básica	Educación	5,4%	s/i	 12,5 	93,8%	 De $600 mil a $800 mil 	 $ 3.112.984 
805	Pontificia Universidad Católica de Valparaíso	6 años	Pedagogía Educación Básica	Educación	90,3%	17,1%	 s/i 	93,2%	 De $400 mil a $600 mil 	 $ 1.787.000 
806	Universidad Academia de Humanismo Cristiano	3 años	Pedagogía en Educación Básica	Educación	98,3%	47,1%	 11,6 	86,8%	 De $400 mil a $600 mil 	 $ 1.690.914 
807	Universidad Arturo Prat	2 años	Pedagogía en Educación Básica	Educación	100,0%	s/i	 12,4 	79,4%	 De $400 mil a $600 mil 	 $ 1.399.000 
808	Universidad Autónoma de Chile	5 años	Pedagogía en Educación Básica	Educación	99,8%	18,1%	 9,9 	72,6%	 De $400 mil a $600 mil 	 $ 1.684.907 
811	Universidad Católica Silva Henríquez	4 años	Pedagogía en Educación Básica	Educación	95,8%	14,7%	 9,3 	84,6%	 De $400 mil a $600 mil 	 $ 2.121.900 
813	Universidad de Aconcagua	No	Pedagogía en Educación Básica	Educación	100,0%	s/i	 12,7 	70,6%	 De $400 mil a $600 mil 	 $ 1.368.600 
818	Universidad de Las Américas	3 años	Pedagogía en Educación Básica	Educación	98,2%	27,1%	 10,1 	64,1%	 De $400 mil a $600 mil 	 $ 1.766.543 
829	Universidad UCINF	2 años	Pedagogía en Educación Básica	Educación	99,2%	16,7%	 9,9 	80,2%	 De $400 mil a $600 mil 	 $ 1.311.000 
831	Universidad Católica del Norte	6 años	Pedagogía en Educación Básica	Educación	89,2%	12,5%	 s/i 	86,0%	s/i	 $ 1.871.000 
836	Universidad San Sebastián	4 años	Pedagogía en Educación Básica	Educación	98,1%	20,0%	 8,9 	65,8%	 De $400 mil a $600 mil 	 $ 1.811.585 
838	Universidad Bolivariana	No	Pedagogía en Educación Básica	Educación	99,4%	47,3%	 10,9 	86,1%	s/i	 $ 1.202.931 
